1.000000000000000000e+01,7.757139179976147147e+01
1.006945608101694667e+01,6.240902721971468736e+01
1.013939457675291678e+01,4.337372987536917890e+01
1.020981883787149691e+01,6.933233786422461264e+01
1.028073223830865324e+01,3.639276616593269864e+01
1.035213817543440307e+01,5.149541771314352445e+01
1.042404007021556289e+01,6.509404012343213708e+01
1.049644136737964750e+01,8.972633089843861853e+01
1.056934553557988288e+01,5.650222793576801905e+01
1.064275606756141812e+01,6.543896737241099970e+01
1.071667648032863340e+01,5.534758998099448490e+01
1.079111031531365050e+01,7.935356998657374561e+01
1.086606113854597488e+01,8.260011167975081037e+01
1.094153254082336879e+01,1.946692589109321858e+01
1.101752813788386831e+01,6.563164975845783999e+01
1.109405157057900837e+01,3.583482195114925162e+01
1.117110650504824143e+01,6.534356927617929500e+01
1.124869663289459965e+01,7.684502747106108700e+01
1.132682567136153828e+01,4.325886316856505687e+01
1.140549736351102972e+01,9.051872616575947461e+01
1.148471547840289553e+01,7.389425316880584660e+01
1.156448381127535008e+01,6.775447261883810768e+01
1.164480618372686038e+01,6.369213399378835305e+01
1.172568644389921921e+01,8.248548142294602314e+01
1.180712846666190252e+01,5.469937161683381532e+01
1.188913615379770050e+01,1.115169041336785369e+02
1.197171343418966849e+01,5.417213297155948482e+01
1.205486426400934441e+01,7.352351973794944229e+01
1.213859262690628249e+01,6.776976732421844929e+01
1.222290253419889439e+01,7.009281592741471911e+01
1.230779802506665099e+01,8.147305843226683919e+01
1.239328316674357744e+01,7.531697056531061207e+01
1.247936205471311411e+01,8.421367149568746413e+01
1.256603881290431168e+01,7.480647919858628825e+01
1.265331759388942956e+01,8.114159445483335276e+01
1.274120257908286291e+01,6.759612502717642712e+01
1.282969797894147490e+01,5.382789784956203505e+01
1.291880803316631443e+01,1.008078451762294350e+02
1.300853701090571235e+01,1.107471890978790015e+02
1.309888921095985381e+01,7.540565608698017286e+01
1.318986896198669889e+01,1.087740899863084820e+02
1.328148062270937224e+01,8.173875916314422341e+01
1.337372858212496318e+01,9.183231985330851899e+01
